client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-20.0-2024-12-06-zu_common_voice_zu_39879103.mp3	5464a4f44f7a118050647d855419233e78206bd823d61d8beae5e36506fefb3a	Yini engingayenza ukuxhasa ukufunda kwengane yami?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-20.0-2024-12-06-zu_common_voice_zu_39879127.mp3	2c705d339d9e99101f01b564ed49e6f50a9a9165716328911ce3980894ae844a	Yimaphi amazwekazi okutholakala kuwo lawa mazwe?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-20.0-2024-12-06-zu_common_voice_zu_39879161.mp3	2ee9b369c70ebd40408b47af7319ab389166131e89c8346ba84510a5117d33b3	Uvumile ukuthi udaba lwezindlu inselelo enkulu.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-20.0-2024-12-06-zu_common_voice_zu_39879168.mp3	4be6618d57cc63465d02cd6e6a98c643ee25d333a5929847994a597cfa10baf4	Xoxela umngani wakho ukuthi kwenzekeni kuBongi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-20.0-2024-12-06-zu_common_voice_zu_39879169.mp3	2616fd0365c6f4d1c79eed32db618aed045820a28d3bd3eecb7cefb5e8491148	Iqembu ngalinye lisebenza nothisha kabili ngesonto.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879096.mp3	3b8c3503aa5d97c021d7142871d67c6c77c96550e99c4c7530827dd641513cb4	Abafundi babhekisa phansi amakhadi abo ezinombolo.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879100.mp3	113b7cfcfe41dcf63dde13788719938d7f82e78b18312edf60ce8bc71c69ef7c	Bhala igama lakho ushaye izandla ulandela isigqi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879103.mp3	5464a4f44f7a118050647d855419233e78206bd823d61d8beae5e36506fefb3a	Yini engingayenza ukuxhasa ukufunda kwengane yami?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879127.mp3	2c705d339d9e99101f01b564ed49e6f50a9a9165716328911ce3980894ae844a	Yimaphi amazwekazi okutholakala kuwo lawa mazwe?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879161.mp3	2ee9b369c70ebd40408b47af7319ab389166131e89c8346ba84510a5117d33b3	Uvumile ukuthi udaba lwezindlu inselelo enkulu.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879168.mp3	4be6618d57cc63465d02cd6e6a98c643ee25d333a5929847994a597cfa10baf4	Xoxela umngani wakho ukuthi kwenzekeni kuBongi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-21.0-2025-03-14-zu_common_voice_zu_39879169.mp3	2616fd0365c6f4d1c79eed32db618aed045820a28d3bd3eecb7cefb5e8491148	Iqembu ngalinye lisebenza nothisha kabili ngesonto.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879093.mp3	145c97897e931cbabda31be45f59dc2d854492761d9e161fffc4e61fe4e49261	Zithwala abantu nezinto zabo ezisindayo emhlane.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879094.mp3	5a77ed995977def7fff4ec72cdc9b750ad6b95031fd846b0b76c3f9610423f2e	Bahleli kuliphi igumbi lendlu laba abakhulumayo.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879096.mp3	3b8c3503aa5d97c021d7142871d67c6c77c96550e99c4c7530827dd641513cb4	Abafundi babhekisa phansi amakhadi abo ezinombolo.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879100.mp3	113b7cfcfe41dcf63dde13788719938d7f82e78b18312edf60ce8bc71c69ef7c	Bhala igama lakho ushaye izandla ulandela isigqi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879103.mp3	5464a4f44f7a118050647d855419233e78206bd823d61d8beae5e36506fefb3a	Yini engingayenza ukuxhasa ukufunda kwengane yami?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879127.mp3	2c705d339d9e99101f01b564ed49e6f50a9a9165716328911ce3980894ae844a	Yimaphi amazwekazi okutholakala kuwo lawa mazwe?		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879150.mp3	47b38fc99f32b550bc547d7f3d3419a5c5ac42e1586dae171c95eab47bad576d	Le ncwadi iba nesingeniso umzimba kanye nesiphetho.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879159.mp3	41e852b34fd72a0bcb93e448f23a665d15b0946295a5e56bbf2e65986d8168f0	Izimayini ziqashe abantu abevile kwisigamu sesigidi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879161.mp3	2ee9b369c70ebd40408b47af7319ab389166131e89c8346ba84510a5117d33b3	Uvumile ukuthi udaba lwezindlu inselelo enkulu.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879168.mp3	4be6618d57cc63465d02cd6e6a98c643ee25d333a5929847994a597cfa10baf4	Xoxela umngani wakho ukuthi kwenzekeni kuBongi.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879169.mp3	2616fd0365c6f4d1c79eed32db618aed045820a28d3bd3eecb7cefb5e8491148	Iqembu ngalinye lisebenza nothisha kabili ngesonto.		2	0					zu	
8b3c12c96618250c57f04942c589968fd000e8e01d067094d4f66db3edcfb5a5055530b2c5c25eb4a8616e11f7957797f4bd04351fd9609f99523c991737bae6	cv-corpus-22.0-2025-06-20-zu_common_voice_zu_39879171.mp3	1e7ea5dc6b26d8e702b24ab0ebb99643cf6cfe7e2d29a35a17055f308f1f04ca	Le mikhiqizo isinda kangakanani uma ibekwe ndawonye?		2	0					zu	
